Sr.No,Name,Price,URL
1,"Arctic Hunter Hard-Top 15.6"" Laptop Bag 21L (Model Secure) Anti-Theft Built-in Combination Lock, Waterproof for Office, College, Men, Women ","2,009.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODQ0MjY4MjM1MTcwNTk4OjE2OTI3MTExMTY6c3BfYXRmX25leHQ6MjAxNTMwMzg3ODkxOTg6OjA6Og&url=%2FSecure-Combination-Waterproof-College-Walkent%2Fdp%2FB09T71WXSF%2Fref%3Dsr_1_177_sspa%3Fkeywords%3Dbags%26qid%3D1692711116%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2,FUR JADEN Pro Series Smart Tech Anti-Theft Laptop Backpack With USB-A and USB-C Type Charging Port for Men & Women For Business Professionals & College Students ,"3,219.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODQ0MjY4MjM1MTcwNTk4OjE2OTI3MTExMTY6c3BfYXRmX25leHQ6MjAxNTM5NjI0MjE0OTg6OjA6Og&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28QQMFJ%2Fref%3Dsr_1_178_sspa%3Fkeywords%3Dbags%26qid%3D1692711116%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
3,URBAN CARRIER Large 45 Liters Medium Backpack for school and colleges laptop bag luggage bag travel bag Unisex office bag for men Waterproof School Bag for girls stylish backpack for men ,"3,990",https://www.amazon.in/Backpack-Colleges-Luggage-Waterproof-Stylish/dp/B09GYGCK54/ref=sr_1_179?keywords=bags&qid=1692711116&sr=8-179
4,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black) ","3,499",https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_180?keywords=bags&qid=1692711116&sr=8-180
5,"Kiditos (Pop It Bag Unicorn Shape Sling Bag) Crossbody Bag for Kids, Pop It Bag for Girls, Pop It Fidget Toy Shoulder Bag, Fidget Purse for Kids Stress Relief Toys, Multi ",579,https://www.amazon.in/Kiditos-Unicorn-Crossbody-Fidget-Shoulder/dp/B09MNMF7GR/ref=sr_1_181?keywords=bags&qid=1692711116&sr=8-181
6,EXOTIC Women's Sling Bag ,"1,099",https://www.amazon.in/Exotic-Sling-Womens-Girls-Grey/dp/B092VSZ69M/ref=sr_1_182?keywords=bags&qid=1692711116&sr=8-182
7,DIVULGE Spark Polyester Daypack Drawstring Rucksack Backpack With Zip Pocket (Black Drawstring 2.0) ,249,https://www.amazon.in/DIVULGE-Sparkk-Drawstring-Daypack-Backpack/dp/B091TRRXWZ/ref=sr_1_183?keywords=bags&qid=1692711116&sr=8-183
8,GREENLANDS Adjustable Straps Backpack for School College Laptop Office Travel Bag for Men & Women - Quad ,450,https://www.amazon.in/GREENLANDS-Backpack-College-Lightweight-Stylish/dp/B08ML7RWG6/ref=sr_1_184?keywords=bags&qid=1692711116&sr=8-184
9,Skybags Chase 32L Unisex Adjustable Strap Polyester Red Backpacks ,199,https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpacks/dp/B0BJ75WR71/ref=sr_1_185?keywords=bags&qid=1692711116&sr=8-185
10,"TRUE HUMAN® Anti-Theft USB charging port backpack with combination lock Laptop bag,office bag for Men and Women | College Bags for Girls & Boys(grey2) ","1,742",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-Charging-Combination/dp/B09PC2HX6R/ref=sr_1_186?keywords=bags&qid=1692711116&sr=8-186
